[2025-09-05 11:21:35] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:21:35] <INFO> octopus v0.5.2-beta
[2025-09-05 11:21:35] <INFO> Copyright (c) 2015-2018 University of Oxford
[2025-09-05 11:21:35] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:21:45] <INFO> Done initialising calling components in 10s
[2025-09-05 11:21:45] <INFO> Detected 1 sample: "SW620bc_DSIVb_L_DATAC_L10-SW620bc_DSIVb"
[2025-09-05 11:21:45] <INFO> Invoked calling model: individual
[2025-09-05 11:21:45] <INFO> Processing 3,101,804,739bp with a single thread
[2025-09-05 11:21:45] <INFO> Writing filtered calls to "/data/scratch/DMP/UCEC/GENEVOD/qguo/Projects/lp_mut/results/sample2/Variants_Octopus_v0.5.2/sample2.octopus.vcf.tmp"
[2025-09-05 11:21:45] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:21:45] <INFO>      current      |                   |     time      |     estimated   
[2025-09-05 11:21:45] <INFO>      position     |     completed     |     taken     |     ttc         
[2025-09-05 11:21:45] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:22:29] <INFO>     13:62352984            69.2%              44s               23s
[2025-09-05 11:22:29] <INFO>     13:67889658            69.4%              44s               23s
[2025-09-05 11:22:29] <INFO>     13:73282445            69.6%              44s               23s
[2025-09-05 11:22:29] <INFO>     13:76644493            69.7%              44s               23s
[2025-09-05 11:22:29] <INFO>     13:83791874            69.9%              44s               23s
[2025-09-05 11:22:29] <INFO>     13:90640987            70.1%              44s               22s
[2025-09-05 11:22:29] <INFO>     13:94750360            70.3%              44s               22s
[2025-09-05 11:22:29] <INFO>     13:98149413            70.4%              44s               22s
[2025-09-05 11:22:29] <INFO>    13:102621024            70.5%              44s               22s
[2025-09-05 11:22:29] <INFO>    13:108291190            70.7%              44s               22s
[2025-09-05 11:22:29] <INFO>    13:111600015            70.8%              44s               22s
[2025-09-05 11:22:29] <INFO>    13:115169878            70.9%              44s               22s
[2025-09-05 11:22:31] <INFO>     14:21460082            71.6%              46s               22s
[2025-09-05 11:22:31] <INFO>     14:24797461            71.7%              46s               22s
[2025-09-05 11:22:31] <INFO>     14:33821250            72.0%              46s               21s
[2025-09-05 11:22:31] <INFO>     14:53594257            72.7%              46s               21s
[2025-09-05 11:22:31] <INFO>     14:58091035            72.8%              46s               20s
[2025-09-05 11:22:31] <INFO>     14:62002902            72.9%              46s               20s
[2025-09-05 11:22:31] <INFO>     14:70558706            73.2%              46s               20s
[2025-09-05 11:22:31] <INFO>     14:74401773            73.3%              46s               20s
[2025-09-05 11:22:31] <INFO>     14:90262421            73.8%              46s               19s
[2025-09-05 11:22:31] <INFO>    14:105278743            74.3%              46s               19s
[2025-09-05 11:22:33] <INFO>     15:20418256            75.0%              47s               19s
[2025-09-05 11:22:33] <INFO>     15:25789929            75.2%              47s               18s
[2025-09-05 11:22:33] <INFO>     15:37289690            75.6%              47s               18s
[2025-09-05 11:22:33] <INFO>     15:40537319            75.7%              47s               18s
[2025-09-05 11:22:33] <INFO>     15:43811843            75.8%              47s               18s
[2025-09-05 11:22:33] <INFO>     15:57955128            76.3%              47s               17s
[2025-09-05 11:22:33] <INFO>     15:64464795            76.5%              47s               17s
[2025-09-05 11:22:33] <INFO>     15:74062894            76.8%              47s               17s
[2025-09-05 11:22:33] <INFO>     15:80210851            77.0%              47s               17s
[2025-09-05 11:22:33] <INFO>     15:87083588            77.2%              47s               17s
[2025-09-05 11:22:33] <INFO>     15:98504875            77.6%              47s               16s
[2025-09-05 11:22:33] <INFO>    15:102076681            77.7%              47s               16s
[2025-09-05 11:22:34] <INFO>      16:5890767            77.9%              49s               16s
[2025-09-05 11:22:34] <INFO>      16:9101609            78.0%              49s               16s
[2025-09-05 11:22:34] <INFO>     16:21054160            78.4%              49s               16s
[2025-09-05 11:22:34] <INFO>     16:30779716            78.7%              49s               16s
[2025-09-05 11:22:34] <INFO>     16:33968219            78.8%              49s               16s
[2025-09-05 11:22:34] <INFO>     16:46387488            79.2%              49s               15s
[2025-09-05 11:22:34] <INFO>     16:52631186            79.4%              49s               15s
[2025-09-05 11:22:34] <INFO>     16:57557290            79.5%              49s               15s
[2025-09-05 11:22:34] <INFO>     16:66616293            79.8%              49s               14s
[2025-09-05 11:22:34] <INFO>     16:70740707            80.0%              49s               14s
[2025-09-05 11:22:34] <INFO>     16:75799386            80.1%              49s               14s
[2025-09-05 11:22:34] <INFO>     16:79821689            80.3%              49s               14s
[2025-09-05 11:22:34] <INFO>     16:88976477            80.6%              49s               14s
[2025-09-05 11:22:36] <INFO>      17:4287906            80.7%              50s               14s
[2025-09-05 11:22:36] <INFO>      17:8752432            80.9%              50s               14s
[2025-09-05 11:22:36] <INFO>     17:12516472            81.0%              50s               14s
[2025-09-05 11:22:36] <INFO>     17:21776224            81.3%              50s               14s
[2025-09-05 11:22:36] <INFO>     17:25267857            81.4%              50s               13s
[2025-09-05 11:22:36] <INFO>     17:28477702            81.5%              50s               13s
[2025-09-05 11:22:36] <INFO>     17:34985353            81.7%              50s               13s
[2025-09-05 11:22:36] <INFO>     17:52884615            82.3%              50s               13s
[2025-09-05 11:22:36] <INFO>     17:59037064            82.5%              50s               12s
[2025-09-05 11:22:36] <INFO>     17:66923590            82.8%              50s               12s
[2025-09-05 11:22:36] <INFO>     17:74568507            83.0%              50s               12s
[2025-09-05 11:22:36] <INFO>     17:78219908            83.1%              50s               12s
[2025-09-05 11:22:37] <INFO>      18:3134555            83.3%              52s               12s
[2025-09-05 11:22:37] <INFO>     18:10481941            83.6%              52s               12s
[2025-09-05 11:22:37] <INFO>     18:14467901            83.7%              52s               12s
[2025-09-05 11:22:37] <INFO>     18:19840756            83.9%              52s               12s
[2025-09-05 11:22:37] <INFO>     18:27339564            84.1%              52s               11s
[2025-09-05 11:22:37] <INFO>     18:47176071            84.7%              52s               11s
[2025-09-05 11:22:37] <INFO>     18:50986645            84.9%              52s               11s
[2025-09-05 11:22:37] <INFO>     18:61417448            85.2%              52s               10s
[2025-09-05 11:22:37] <INFO>     18:67823732            85.4%              52s               10s
[2025-09-05 11:22:37] <INFO>     18:73796247            85.6%              52s               10s
[2025-09-05 11:22:37] <INFO>     18:78077248            85.7%              52s               10s
[2025-09-05 11:22:38] <INFO>      19:7253243            86.0%              53s               10s
[2025-09-05 11:22:38] <INFO>     19:12714789            86.1%              53s               10s
[2025-09-05 11:22:38] <INFO>     19:18692651            86.3%              53s               10s
[2025-09-05 11:22:38] <INFO>     19:27732052            86.6%              53s                9s
[2025-09-05 11:22:38] <INFO>     19:33296406            86.8%              53s                9s
[2025-09-05 11:22:38] <INFO>     19:38528330            87.0%              53s                9s
[2025-09-05 11:22:38] <INFO>     19:52132114            87.4%              53s                9s
[2025-09-05 11:22:38] <INFO>     19:55407021            87.5%              53s                9s
[2025-09-05 11:22:38] <INFO>     19:59128983            87.6%              53s                9s
[2025-09-05 11:22:39] <INFO>      20:7682646            87.9%              54s                9s
[2025-09-05 11:22:39] <INFO>     20:18023419            88.2%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:21590450            88.3%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:24824746            88.4%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:30544586            88.6%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:38340707            88.9%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:43949445            89.1%              54s                8s
[2025-09-05 11:22:39] <INFO>     20:49138401            89.2%              54s                7s
[2025-09-05 11:22:39] <INFO>     20:56163940            89.5%              54s                7s
[2025-09-05 11:22:39] <INFO>     20:59760598            89.6%              54s                7s
[2025-09-05 11:22:39] <INFO>     20:63025520            89.7%              54s                7s
[2025-09-05 11:22:40] <INFO>     21:10754274            90.0%              55s                7s
[2025-09-05 11:22:40] <INFO>     21:18065463            90.3%              55s                7s
[2025-09-05 11:22:40] <INFO>     21:27495183            90.6%              55s                6s
[2025-09-05 11:22:40] <INFO>     21:43006801            91.1%              55s                6s
[2025-09-05 11:22:40] <INFO>     21:46433842            91.2%              55s                6s
[2025-09-05 11:22:41] <INFO>     22:16958289            91.8%              55s                6s
[2025-09-05 11:22:41] <INFO>     22:22501855            92.0%              55s                5s
[2025-09-05 11:22:41] <INFO>     22:29182500            92.2%              55s                5s
[2025-09-05 11:22:41] <INFO>     22:35061772            92.4%              55s                5s
[2025-09-05 11:22:41] <INFO>     22:40934315            92.5%              55s                5s
[2025-09-05 11:22:41] <INFO>     22:51304566            92.9%              55s                5s
[2025-09-05 11:22:43] <INFO>       X:3220743            93.0%              58s                5s
[2025-09-05 11:22:43] <INFO>       X:8831380            93.2%              58s                5s
[2025-09-05 11:22:43] <INFO>      X:16041283            93.4%              58s                5s
[2025-09-05 11:22:43] <INFO>      X:39862487            94.2%              58s                4s
[2025-09-05 11:22:43] <INFO>      X:51123954            94.5%              58s                4s
[2025-09-05 11:22:43] <INFO>      X:61730679            94.9%              58s                3s
[2025-09-05 11:22:43] <INFO>      X:74669021            95.3%              58s                3s
[2025-09-05 11:22:43] <INFO>      X:81794168            95.5%              58s                3s
[2025-09-05 11:22:43] <INFO>      X:94291259            95.9%              58s                2s
[2025-09-05 11:22:43] <INFO>     X:108968104            96.4%              58s                2s
[2025-09-05 11:22:43] <INFO>     X:115950991            96.6%              58s                2s
[2025-09-05 11:22:43] <INFO>     X:135055045            97.2%              58s                1s
[2025-09-05 11:22:43] <INFO>     X:155270560            97.9%              58s                1s
[2025-09-05 11:22:44] <INFO>      Y:13461108            98.3%              59s                1s
[2025-09-05 11:22:44] <INFO>      Y:58983840            99.8%              59s             143ms
[2025-09-05 11:22:44] <INFO>               -             100%              59s                 -
[2025-09-05 11:22:44] <INFO> Starting Call Set Refinement (CSR) filtering
[2025-09-05 11:22:44] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:22:44] <INFO>      current      |                   |     time      |     estimated   
[2025-09-05 11:22:44] <INFO>      position     |     completed     |     taken     |     ttc         
[2025-09-05 11:22:44] <INFO> ------------------------------------------------------------------------
[2025-09-05 11:22:45] <INFO>      1:45104050             1.5%            543ms               37s
[2025-09-05 11:22:45] <INFO>      1:76829414             2.5%            545ms               21s
[2025-09-05 11:22:45] <INFO>     1:111163761             3.6%            547ms               14s
[2025-09-05 11:22:45] <INFO>     1:142550405             4.6%            552ms               11s
[2025-09-05 11:22:45] <INFO>     1:175980993             5.7%            554ms                9s
[2025-09-05 11:22:45] <INFO>     1:220132739             7.1%            557ms                7s
[2025-09-05 11:22:46] <INFO>       2:4487500             8.2%               1s               12s
[2025-09-05 11:22:46] <INFO>      2:45375396             9.5%               1s               10s
[2025-09-05 11:22:46] <INFO>      2:85068556            10.8%               1s                9s
[2025-09-05 11:22:46] <INFO>     2:116488478            11.8%               1s                8s
[2025-09-05 11:22:46] <INFO>     2:147871774            12.8%               1s                7s
[2025-09-05 11:22:46] <INFO>     2:182210157            13.9%               1s                6s
[2025-09-05 11:22:46] <INFO>     2:217128162            15.0%               1s                6s
[2025-09-05 11:22:46] <INFO>       3:7375275            16.1%               1s                8s
[2025-09-05 11:22:46] <INFO>      3:42799765            17.3%               1s                7s
[2025-09-05 11:22:46] <INFO>      3:75067871            18.3%               1s                7s
[2025-09-05 11:22:46] <INFO>     3:107646728            19.3%               1s                6s
[2025-09-05 11:22:46] <INFO>     3:148820356            20.7%               1s                6s
[2025-09-05 11:22:46] <INFO>     3:186260740            21.9%               1s                5s
[2025-09-05 11:22:46] <INFO>      4:22873747            23.0%               2s                6s
[2025-09-05 11:22:46] <INFO>      4:61248677            24.2%               2s                6s
[2025-09-05 11:22:46] <INFO>     4:103907596            25.6%               2s                5s
[2025-09-05 11:22:46] <INFO>     4:134947801            26.6%               2s                5s
[2025-09-05 11:22:46] <INFO>     4:170161612            27.7%               2s                5s
[2025-09-05 11:22:47] <INFO>      5:13665834            28.9%               2s                5s
[2025-09-05 11:22:47] <INFO>      5:51560434            30.1%               2s                5s
[2025-09-05 11:22:47] <INFO>      5:82742118            31.1%               2s                5s
[2025-09-05 11:22:47] <INFO>     5:116829870            32.2%               2s                5s
[2025-09-05 11:22:47] <INFO>     5:150840718            33.3%               2s                4s
[2025-09-05 11:22:47] <INFO>       6:4387048            34.4%               2s                5s
[2025-09-05 11:22:47] <INFO>      6:36218219            35.4%               2s                5s
[2025-09-05 11:22:47] <INFO>      6:71457053            36.6%               2s                4s
[2025-09-05 11:22:47] <INFO>     6:105352035            37.7%               2s                4s
[2025-09-05 11:22:47] <INFO>     6:138222510            38.7%               2s                4s
[2025-09-05 11:22:47] <INFO>     6:170360085            39.7%               2s                4s
[2025-09-05 11:22:48] <INFO>      7:30938801            40.8%               3s                4s
[2025-09-05 11:22:48] <INFO>      7:61969121            41.8%               3s                4s
[2025-09-05 11:22:48] <INFO>      7:95948588            42.9%               3s                4s
[2025-09-05 11:22:48] <INFO>     7:132204746            44.0%               3s                4s
[2025-09-05 11:22:48] <INFO>       8:4489552            45.0%               3s                4s
[2025-09-05 11:22:48] <INFO>      8:46849174            46.4%               3s                4s
[2025-09-05 11:22:48] <INFO>      8:90113946            47.8%               3s                3s
[2025-09-05 11:22:48] <INFO>     8:124849170            48.9%               3s                3s
[2025-09-05 11:22:48] <INFO>      9:13769514            50.1%               3s                3s
[2025-09-05 11:22:48] <INFO>      9:66291573            51.8%               3s                3s
[2025-09-05 11:22:48] <INFO>      9:98516612            52.8%               3s                3s
[2025-09-05 11:22:48] <INFO>     9:138010901            54.1%               3s                3s
[2025-09-05 11:22:49] <INFO>     10:30434801            55.2%               4s                3s
[2025-09-05 11:22:49] <INFO>     10:63578632            56.2%               4s                3s
[2025-09-05 11:22:49] <INFO>    10:101848444            57.5%               4s                3s
[2025-09-05 11:22:49] <INFO>    10:134998653            58.5%               4s                2s
[2025-09-05 11:22:49] <INFO>     11:35052312            59.7%               4s                3s
[2025-09-05 11:22:49] <INFO>     11:66127926            60.7%               4s                2s
[2025-09-05 11:22:49] <INFO>    11:104381872            61.9%               4s                2s
[2025-09-05 11:22:49] <INFO>      12:1064438            62.9%               4s                2s
[2025-09-05 11:22:49] <INFO>     12:41774886            64.2%               4s                2s
[2025-09-05 11:22:49] <INFO>     12:80711932            65.5%               4s                2s
[2025-09-05 11:22:49] <INFO>    12:115890922            66.6%               4s                2s
[2025-09-05 11:22:50] <INFO>     13:24574186            68.0%               5s                2s
[2025-09-05 11:22:50] <INFO>     13:58480590            69.1%               5s                2s
[2025-09-05 11:22:50] <INFO>     13:90640987            70.1%               5s                2s
[2025-09-05 11:22:50] <INFO>     14:21460002            71.6%               5s                2s
[2025-09-05 11:22:50] <INFO>     14:53594257            72.7%               5s                1s
[2025-09-05 11:22:50] <INFO>     14:90262421            73.8%               5s                1s
[2025-09-05 11:22:50] <INFO>     15:20418256            75.0%               5s                1s
[2025-09-05 11:22:50] <INFO>     15:57955128            76.3%               5s                1s
[2025-09-05 11:22:50] <INFO>     15:98504875            77.6%               5s                1s
[2025-09-05 11:22:50] <INFO>     16:30779716            78.7%               5s                1s
[2025-09-05 11:22:50] <INFO>     16:66616292            79.8%               5s                1s
[2025-09-05 11:22:50] <INFO>      17:8752432            80.9%               5s                1s
[2025-09-05 11:22:50] <INFO>     17:52884615            82.3%               5s                1s
[2025-09-05 11:22:50] <INFO>      18:3603919            83.3%               6s                1s
[2025-09-05 11:22:50] <INFO>     18:47176001            84.7%               6s                1s
[2025-09-05 11:22:51] <INFO>      19:1061531            85.8%               6s                1s
[2025-09-05 11:22:51] <INFO>     19:33296406            86.8%               6s             918ms
[2025-09-05 11:22:51] <INFO>      20:8477107            87.9%               6s             847ms
[2025-09-05 11:22:51] <INFO>     20:43949429            89.1%               6s             760ms
[2025-09-05 11:22:51] <INFO>     21:18065463            90.3%               6s             677ms
[2025-09-05 11:22:51] <INFO>     22:17220579            91.8%               6s             570ms
[2025-09-05 11:22:51] <INFO>     22:51304566            92.9%               6s             514ms
[2025-09-05 11:22:51] <INFO>      X:39862487            94.2%               6s             414ms
[2025-09-05 11:22:51] <INFO>      X:74669021            95.3%               6s             332ms
[2025-09-05 11:22:51] <INFO>     X:108968104            96.4%               6s             251ms
[2025-09-05 11:22:51] <INFO>     X:155270560            97.9%               6s             146ms
[2025-09-05 11:22:51] <INFO>      Y:58983809            99.8%               6s              13ms
[2025-09-05 11:22:51] <INFO>               -             100%               6s                 -
[2025-09-05 11:22:51] <INFO> Finished calling 3,101,804,739bp, total runtime 1m 6s
[2025-09-05 11:22:51] <INFO> Calls have been written to "/data/scratch/DMP/UCEC/GENEVOD/qguo/Projects/lp_mut/results/sample2/Variants_Octopus_v0.5.2/sample2.octopus.vcf.tmp"
[2025-09-05 11:22:51] <INFO> Removed 2 temporary files
[2025-09-05 11:22:51] <INFO> ------------------------------------------------------------------------
